full_name,gender,state
Daniel Matthews,M,Alaska
Diane Guzman,F,Connecticut
Carol Higgins,F,New Jersey
Beverly Carson,F,Texas
Mack Miller,M,California
Michelle Mauro,F,Alaska
Mary Amos,F,Colorado
Al Wooldridge,M,Connecticut
William Lohman,M,California
Ricky Barker,M,Virginia
Tiffany Echols,F,Colorado
Donald Cline,M,Arkansas
Jason Hissem,M,Virginia
Ray Purnell,M,New York
Shawn Hagar,M,Nevada
John Wood,M,Colorado
Tiffany Nitcher,F,Colorado
Constance Jimenez,F,Arizona
Patricia Small,F,Alaska
Marlene Williams,F,Arkansas
Tammy Demar,F,Nevada
Scott Thibodaux,M,New York
Valerie Roque,F,New Jersey
Sandra Mcneil,F,Colorado
Norma Seymour,F,Connecticut
Kenneth Daley,M,Arkansas
Alicia Acuna,F,Colorado
Manuel Swem,M,Alaska
Paula Steeley,F,Texas
Kimberly Wertz,F,New Jersey
Irma Robinson,F,New Jersey
Sarah Hendricks,F,Colorado
David Niess,M,Florida
Karen Neal,F,Connecticut
Jesus Kloeck,M,California
Rueben Salmons,M,Connecticut
Carl Gilling,M,Alaska
Keith Lanterman,M,New Jersey
Joseph Henry,M,Nevada
Lucille Waldron,F,New Jersey
Matthew Padilla,M,Alabama
Sandra Colby,F,Colorado
Megan Joslin,F,Alaska
Beth Fietek,F,New Jersey
James Severson,M,Arizona
Carrie James,F,Virginia
Millie Johnson,F,Florida
Ami Bradley,F,California
Theresa Butler,F,New York
Joseph Gourley,M,New Jersey
Caroline Rivera,F,Georgia
Eric Dolan,M,Texas
Sally Sutton,F,Virginia
Adela Baker,F,New Jersey
Walter Schutz,M,Connecticut
Betty Bachman,F,Texas
Eula Montgomery,F,Arkansas
Marshall Brown,M,Alaska
Ricky Bourn,M,New Jersey
William Burrow,M,California
Melvin Ward,M,New Jersey
Natasha Dancy,F,Texas
Kenneth Olding,M,Florida
Eric Isham,M,Florida
Tony Mapes,M,New Jersey
Marianne Allen,F,Virginia
Frederick Tina,M,Virginia
Leroy Copeland,M,New York
Gail Cole,F,Texas
Stephanie Thompson,F,Arkansas
John Hopkins,M,Connecticut
Emily Calhoun,F,Nevada
James Collins,M,Alaska
Cathy Johnson,F,Nevada
Harold Rodriguez,M,Texas
Robert Mortensen,M,Connecticut
Joseph Terry,M,Colorado
John Rodriguez,M,California
Ebony Rankin,F,Colorado
Ethel Bolk,F,Alabama
Shirley Robinson,F,Alabama
Maria Moseley,F,Virginia
Lori Figgs,F,Virginia
James Moore,M,New Jersey
Deborah Reynolds,F,Texas
Adolfo Clark,M,Virginia
Frances Thomas,F,Florida
Matthew Gallegos,M,Texas
Marlene Arnt,F,New Jersey
Tommy Harbison,M,Virginia
Jennifer Hindman,F,Texas
Frederick Mills,M,Alaska
Tracy Moody,F,Arkansas
Louise Taylor,F,California
Eric Mccarthy,M,California
Matthew Zana,M,Virginia
Yvonne Parramore,F,Arizona
Stephen Behr,M,California
Clark Barnette,M,Arizona
William Castillo,M,Georgia
Diana Gordin,F,Texas
Gene Richardson,M,Georgia
Carl Slover,M,Arizona
Ralph Martin,M,Colorado
Amy Pulliam,F,Connecticut
Edward Grant,M,Texas
Merrill Rosa,M,Georgia
Gregory Traylor,M,New York
Walter Stein,M,California
Lilia Webb,F,Texas
James Newberry,M,Georgia
Heather Braden,F,Virginia
Angel Tarr,M,Alaska
Julio Hamilton,M,Alaska
Danny Jozwiak,M,Alaska
Linda Clemence,F,Virginia
Cecilia Calendine,F,Alaska
Genevieve Burton,F,Alaska
Lillian Pierre,F,California
Michael Seburg,M,California
William Oliver,M,Virginia
Joan Peets,F,Virginia
Adam Johnston,M,Texas
Raymond Teas,M,Texas
Linda Moore,F,California
Herminia Harrell,F,California
Carol Cavazos,F,Alabama
Emily Belinsky,F,New Jersey
Denise Robinson,F,Connecticut
Ana Coffin,F,Nevada
Ruth Sussman,F,Virginia
Ronald Goeppner,M,Alaska
John Pecora,M,California
Hans Foster,M,Alaska
Vincent Montello,M,Florida
Carla Patton,F,New Jersey
Joshua Ziler,M,Alabama
Nancy Sutter,F,Arizona
Robert Munoz,M,Colorado
Howard Heroux,M,Virginia
Betty Campbell,F,Nevada
Joe Nemeth,M,Virginia
Donna Huls,F,Arizona
Thomas Leininger,M,Texas
James Hambrick,M,Arkansas
Geoffrey Swisher,M,California
Ella Baynard,F,New Jersey
Bobbi Howard,F,Texas
Jennifer Petrocco,F,New York
Julie Payton,F,Arizona
Manuel Caravella,M,Texas
Debra Hayes,F,Virginia
Christina Legrand,F,Georgia
John Thomsen,M,Alabama
Robert Maupin,M,Texas
Scott Ochoa,M,New Jersey
Bradley Beattie,M,Georgia
Lynn Sperling,F,Arizona
Ashley Wisse,F,California
Harry Sneed,M,Arizona
John Flora,M,New Jersey
Terry Smith,M,California
Shawna Williams,F,Texas
Helen Holmes,F,Arkansas
Elvia Rodriguez,F,New York
Mary Sabad,F,Georgia
Linda Wilson,F,Alaska
Wendy Talley,F,Georgia
William Kelly,M,Arizona
Carolyn Burkhalter,F,Virginia
Dave Reader,M,Alaska
Meagan Davis,F,Florida
David Becker,M,Alabama
Julia Williams,F,Florida
Cody Stevens,M,New Jersey
Vanessa Mitchell,F,California
Michael Comley,M,Nevada
Essie Clark,F,Arkansas
Oscar Turner,M,Texas
George Hudgens,M,Alabama
Clinton Nowak,M,Arizona
Nicholas Calzada,M,California
Dorothy Cloud,F,Georgia
Kevin Pitts,M,California
Wayne Mcbrayer,M,New York
Freddie Nicholson,M,Arkansas
Jennifer Harvey,F,Alabama
Raymundo Romeo,M,Arkansas
Jennifer Almen,F,Alabama
Francis Avila,F,Colorado
Cathy Goodwin,F,Alaska
Roy Pearson,M,California
Donna Walker,F,Arizona
Richard Colvin,M,Virginia
Lou Cupp,F,Nevada
Frank Evans,M,New Jersey
Joshua Boone,M,Nevada
Gregory Fortner,M,Georgia
Robert Kiser,M,Alabama
Howard Hall,M,Alaska
Cheryl Gossett,F,Virginia
Paul Knight,M,Colorado
Woodrow Turner,M,California
Billy Stevens,M,Connecticut
Tonya Moore,F,Georgia
James Coley,M,Texas
Kristen Meiners,F,Alabama
John Beck,M,Connecticut
Betty Bragdon,F,Georgia
Amanda Waymire,F,Texas
Cristina Sweed,F,New York
Gilberto Majure,M,Alabama
Sherri Salazar,F,California
Agnes Watkins,F,Arizona
Aurora Warner,F,California
Frances Browning,F,Texas
Christopher Stafford,M,Colorado
Jackie Scott,F,Connecticut
Kenneth Bell,M,Texas
Lois Bush,F,Arizona
Brad Greenwood,M,Virginia
Tara Lemoyne,F,New Jersey
Michael Burk,M,New York
Nola Francisco,F,Arizona
Harold Hogan,M,Alaska
Hilda Manning,F,Arizona
Susan Harmon,F,Connecticut
Frank Wade,M,New Jersey
Robert Hipsher,M,Colorado
Constance Love,F,Arkansas
Alejandrina Harper,F,California
William Montalvo,M,Alaska
Ann Rabil,F,New York
Teddy Smith,M,Alabama
Phyllis Warfield,F,Texas
Julio Knerr,M,California
Janice Douglas,F,New Jersey
Nancy Wegener,F,Alabama
Doris Walter,F,Texas
Paul Noland,M,Nevada
Janice Gann,F,California
James Baker,M,Texas
Sue Santomauro,F,Arkansas
Jennifer Jones,F,Connecticut
Elaine Sharp,F,Arizona
Brenda Murray,F,Nevada
Leon Delahoussaye,M,California
Donna Clark,F,Texas
Carlos Harris,M,Virginia
Juan Ragland,M,Arkansas
Glen Walker,M,New York
Patricia Amador,F,Texas
Cora Mills,F,Arizona
Rosemary Granillo,F,Georgia
Erik Evans,M,Texas
Joseph Judd,M,Alaska
Gary Ausdemore,M,Nevada
Bernard Ealey,M,Texas
Anna Perrez,F,Arkansas
Yvonne Davis,F,Texas
Christopher Blazer,M,Arizona
Marilyn Gary,F,California
Bernard Kolesnik,M,Colorado
Pamela Demirchyan,F,California
Roger Moore,M,Virginia
Jason Pelote,M,Alaska
James Derita,M,Florida
Matthew Lattus,M,Georgia
Leonard Byrd,M,Alaska
Donna Dunning,F,New York
Tiffany Paulk,F,Nevada
Annabell Velazquez,F,Virginia
Heidi Hoffman,F,Texas
Kristi Johnson,F,New York
Raymond Perkins,M,Nevada
Kerri Palmer,F,New Jersey
Felica Farner,F,Connecticut
John Owens,M,Nevada
Paula Shockey,F,Arkansas
Luis Reed,M,Virginia
Pasquale Rogers,M,Arizona
Alma Lee,F,Virginia
Ward Pinheiro,M,New York
Valerie Borror,F,New Jersey
Betty Kirkland,F,Texas
Keith Dehaven,M,New York
Nathan Harris,M,Georgia
Dorothy Angulo,F,Colorado
Evelyn Jefferson,F,Arkansas
Lauren Pickel,F,Virginia
John Mccarron,M,New Jersey
Florence Hatfield,F,Florida
Floyd Kelly,M,New York
Timothy Litton,M,Nevada
George Mannion,M,Florida
Deborah Cantave,F,Alabama
William Bullock,M,New York
Anna Arnold,F,New York
Terry Cunningham,M,New York
Kimberly Starks,F,Arizona
Susan Asbell,F,Florida
Jerome Wyland,M,Colorado
James Parker,M,New Jersey
Esperanza Clingan,F,Colorado
Debra Bendel,F,Arizona
James Johnson,M,Connecticut
Hortencia Deutsch,F,California
Michael Park,M,Alaska
Toby Gonzalez,M,Georgia
Clifton Moxley,M,Alabama
Floyd Grabowski,M,Georgia
Kathleen Hansen,F,Virginia
Willene Woods,F,Georgia
John Harvey,M,Arkansas
Jason Huber,M,Florida
Earl Greer,M,Alaska
Andrea Smith,F,Colorado
Lavenia Roache,F,Florida
Robert Kemper,M,Georgia
Alice Schmitt,F,Connecticut
Mark Weston,M,Alabama
Anita Scales,F,Virginia
Karen Jenkins,F,Nevada
Brandon Adams,M,Arizona
Zenobia Rivers,F,California
Anna Gentry,F,Alabama
William Doty,M,Florida
Charles Hood,M,Arizona
Ruth Williams,F,Arkansas
Dwayne Godfrey,M,Colorado
David Johnson,M,New York
Lynn Perego,F,Colorado
Timothy Whisnant,M,Connecticut
Gloria Harmon,F,New York
Nancy Santana,F,Florida
Amy Tumlin,F,Arkansas
Stephanie Underwood,F,Nevada
Donna Houlihan,F,California
Mary Kunz,F,Texas
Mary Turner,F,Arizona
Albert Davis,M,Arkansas
Patricia Maldonado,F,Alabama
Virginia Rodregez,F,Nevada
Peter Deibert,M,Alaska
Gregg Hernandez,M,Arkansas
Janice Coffin,F,Arizona
Deborah Manchini,F,Connecticut
Gale Gayle,M,Virginia
Francisco Comstock,M,Arizona
Carlos Oberley,M,New Jersey
Tracey Simpson,F,Alabama
Gary Carrano,M,Arizona
Ben Steed,M,Arkansas
Betty Dunn,F,Arizona
Tamara Dillis,F,Florida
Jack Mendez,M,Arizona
Thomas Parker,M,Nevada
Donita Spell,F,New York
Bobbie Vogel,F,Connecticut
Jessica Ridley,F,Nevada
Wendell Taylor,M,Alabama
Tommy Martin,M,Connecticut
Janet Dejong,F,New York
Robert Pease,M,Alaska
Nita Pitts,F,Texas
Susan Goodyear,F,Georgia
Alan Dones,M,New Jersey
Barbara Sexton,F,Alaska
Laura Elizondo,F,Virginia
Stephen Westbrook,M,New Jersey
Raul Canaday,M,Alaska
Susan Cokely,F,Arkansas
Terry Johnson,M,Nevada
Glenda Poling,F,Nevada
Maria Stavrositu,F,Florida
Mitchell Hall,M,New York
Jaime Williams,F,Texas
Michael Haley,M,New York
Michael Amore,M,Alaska
Sunshine Wilhelmsen,F,California
Nancy Sprinkle,F,Arkansas
Paul Hanna,M,New York
Allen Husbands,M,Alabama
Phillip Young,M,Connecticut
Debora Boyer,F,Nevada
Michael Klein,M,Colorado
Elva Pepe,F,Georgia
Linda Engel,F,California
Veronica Bellamy,F,Alabama
Lewis Roberge,M,Alaska
Jamie Matthews,M,Florida
Billy Holstine,M,Colorado
Wendy Hudson,F,New Jersey
Glen Carrillo,M,California
Beulah Montgomery,F,Texas
Marcia Morgan,F,California
Richard Howard,M,New York
George Wildenthaler,M,New Jersey
Lola Fields,F,New Jersey
Juan Miller,M,Arizona
Kristin Coxon,F,Arkansas
Sue Zahn,F,Arizona
Louise Gonzalez,F,Alabama
Denise Fetner,F,Georgia
Tom Starling,M,Connecticut
Brittany Oconnor,F,California
Mi Zenon,F,New Jersey
Mark Hookano,M,California
Nell Marc,F,Arizona
Julius Beck,M,Nevada
Stella Body,F,Alaska
Shawn Dickerson,F,New Jersey
Christopher Miller,M,Connecticut
Jose Kong,M,Colorado
Leonard Kelley,M,New York
George Ramos,M,Georgia
Kristi Kime,F,Arkansas
Kristie Hanson,F,Texas
David Edmond,M,Connecticut
Tony Champlin,M,California
Mildred Kauffman,F,Colorado
Theresa Hanks,F,Texas
Robert Reasoner,M,Virginia
Charles Kincer,M,Nevada
Wayne Andersson,M,Alabama
Scott Hodge,M,Alabama
Michael Guevara,M,Virginia
Edward Waldrop,M,New Jersey
Kenneth Mann,M,Connecticut
Brian Horton,M,Georgia
Martin Lamoine,M,Arizona
Norman Burt,M,Arizona
Michael Arnold,M,Connecticut
Alice Willoughby,F,Florida
Sandra Newton,F,Nevada
Richard Penley,M,Connecticut
Wanda Graham,F,Georgia
Ralph Burgoyne,M,Colorado
Roland Mertens,M,New York
Cornelia Hankinson,F,Virginia
Gale Connors,M,New York
Frank Warner,M,Nevada
Joseph Richard,M,Georgia
Ora Cline,F,Alabama
Gregory Collins,M,Alabama
Mary Jackson,F,Connecticut
Roy Weatherspoon,M,Arizona
Kristina Berenguer,F,Texas
Gertrud Guthrie,F,New Jersey
Tommy Johnson,M,Florida
Victoria Cote,F,Nevada
Julia Emmons,F,California
John Varley,M,Florida
Idella Creel,F,Virginia
Robert Jenkins,M,Nevada
Melissa Fujimoto,F,Nevada
Louise Hogarth,F,Texas
Rickey Vosburg,M,Texas
Wanda Pearson,F,California
Sandra Mcgarry,F,Nevada
Juan Werra,M,Texas
Thelma Porter,F,California
John Fredericks,M,Georgia
Jon Zimmer,M,Arizona
Ashley Velazquez,F,Alabama
Maynard Mcnamara,M,Arizona
Christopher Singletary,M,Georgia
David Williams,M,Virginia
Thomas Moore,M,Arkansas
Cristobal Palacios,M,Arizona
Daniel Galyean,M,Virginia
Ida Gutierrez,F,California
Cynthia Whalen,F,Texas
Ricarda Raymond,F,Nevada
Allen Beck,M,Connecticut
Eric Newberg,M,Virginia
David Edwards,M,Colorado
Fernando Bame,M,Nevada
Alfred Ligget,M,Arizona
Maria Mann,F,Arizona
Larry Young,M,Alaska
Chester Labruzzo,M,California
April Bird,F,Texas
Leslie Roussel,F,Virginia
Jennifer Larose,F,Colorado
Grace Chiaramonte,F,Alaska
Amelia Ricciardi,F,Arkansas
Howard Cudney,M,Texas
Gail Smith,F,Alaska
Heidi Delarosa,F,Florida
Sheila Pouliot,F,Connecticut
Elma Sexton,F,Connecticut
Jean Lofton,F,Arkansas
Doris Huff,F,Florida
Virgil Simmons,M,New York
Gerardo Kell,M,Colorado
Ayana Bourque,F,Arkansas
George Garza,M,Texas
Kandace Rodriguez,F,Alabama
Lillian Chalk,F,Alaska
Sherman Price,M,Florida
John Eisenhower,M,Texas
Ryan Berry,M,Arizona
Veronica Seger,F,Virginia
Wanda Hutcheson,F,Virginia
Kristine Speakman,F,Arizona
Ronald Hayes,M,Arkansas
Michael Chinn,M,Georgia
Raymond Iuliucci,M,Georgia
Lisa Carter,F,Alabama
Christi Greenway,F,New Jersey
Ada Nicely,F,Alabama
Daniel Joy,M,Arkansas
Randy Suttles,M,Connecticut
James Beltran,M,California
Brian Calvo,M,Alaska
Bruce Allen,M,New York
Jack Murray,M,Arkansas
Ruth Ammons,F,Colorado
Scott Garner,M,Colorado
Elsie Lombardi,F,Connecticut
Glynis Robinson,F,Colorado
Brian Schulweis,M,Alaska
Bethany Padel,F,Alaska
Reggie Furbee,M,Connecticut
Mark Deal,M,Colorado
Frankie Hernandez,M,California
David Trevino,M,Florida
Paul Shaw,M,Alaska
Tony Perkins,M,Connecticut
Samuel Rhyne,M,Virginia
Magdalene Hill,F,Virginia
Robert Unger,M,Texas
Paul Lara,M,New York
Misty Dodd,F,Colorado
Karen Demark,F,Texas
Victoria Wilson,F,New York
Walter Drennen,M,Georgia
John Belton,M,Colorado
Maria Hullihen,F,Alabama
Dorothy Gattshall,F,Nevada
Sheri Bryan,F,Arkansas
Eleanor Bourn,F,New Jersey
Victor Kirkland,M,Arizona
Mary Smith,F,Arkansas
Robert Foy,M,Arizona
Abraham Wagner,M,Arkansas
Jared Klein,M,New Jersey
Doris Brookskennedy,F,Colorado
Leah Coffield,F,New Jersey
Rogelio Lane,M,Texas
George Garcia,M,Georgia
Kimberly Hill,F,Florida
Karma Parmer,F,Arkansas
Rosalina Williams,F,Alabama
Kenneth Harris,M,Arkansas
Richard Newman,M,California
Rena Humphries,F,Texas
Susan Larson,F,Connecticut
Misty Greenwood,F,Colorado
Ellis Johnson,M,New York
Raymond Rackley,M,Georgia
Robin Clagon,F,Alaska
Stephen Crook,M,Alabama
Andrew Johnson,M,Nevada
Mary Johnson,F,Georgia
Vernon Hynes,M,Alaska
Christopher Maxwell,M,Alaska
Shanon Kite,F,Texas
Ricky Reder,M,Alabama
Kurt Payne,M,Nevada
Thomas Funk,M,Georgia
Bruce Nolan,M,New York
Melissa Solis,F,Alaska
William Curry,M,Texas
Curtis Greenough,M,Florida
Glen Johns,M,California
Linda Anthony,F,Nevada
Bradley Edwards,M,Alabama
Joseph Parsons,M,New Jersey
Nichole Knox,F,California
Lisa Ochs,F,Georgia
Tony Baum,M,New Jersey
Karen Bragg,F,Georgia
Clayton Goatley,M,New Jersey
Richard Cirone,M,Georgia
Edward Simmons,M,Florida
Joe Dean,M,Colorado
Jose Breiter,M,Arizona
Walter Perry,M,Arizona
Ian Marinaccio,M,Colorado
Dominic Allen,M,New York
Chris Fowles,M,Texas
Joseph English,M,Connecticut
Bryan Aguero,M,Colorado
Glenn Alaniz,M,Texas
Matthew Mcgee,M,New York
Jackson Manley,M,New Jersey
Ilse Sullivan,F,Connecticut
Richard Flott,M,Alabama
Latonya Alexander,F,Nevada
William Neglia,M,Georgia
Aaron Gebhardt,M,Connecticut
Fred Smith,M,Alabama
Allen Eaton,M,Virginia
Gilberto Vu,M,Alaska
Rita Spriggs,F,Alabama
Joseph Sheldon,M,Connecticut
George Butcher,M,New York
Mark Kadlec,M,California
Thelma Bradley,F,New Jersey
Kathleen Mcgee,F,Alabama
Mary Fillinger,F,Arizona
Alan King,M,Nevada
Charles Brock,M,New Jersey
Matt Lee,M,Georgia
Ruth Braatz,F,Texas
Frances Melius,F,Virginia
Queen Riley,F,Colorado
Karen Bailey,F,New York
Richard Baldwin,M,Texas
Milton Dobles,M,Connecticut
Jason Boyer,M,Nevada
Jackie Collins,M,Alabama
Frederick Foley,M,Alaska
Andre Totaro,M,Alabama
Brittany Orf,F,Georgia
Marie Rosales,F,California
Lillian Cole,F,Arizona
Sean Williams,M,Arizona
Cheryl Allen,F,Virginia
Heather Marr,F,Georgia
Jamie Guetersloh,F,Connecticut
Vanessa Rivers,F,Arkansas
Katherine Waits,F,Georgia
Wilma White,F,Georgia
Janice Lutes,F,Texas
Chad Holloway,M,New Jersey
Christina Campbell,F,Connecticut
Kurt Kraus,M,Texas
John Hines,M,Connecticut
Fermin Palmquist,M,Georgia
Stacy Smith,F,Virginia
Faye Morris,F,Arkansas
Joseph Parry,M,New Jersey
Bobby Huddleston,M,New York
Danny Carroll,M,Arkansas
Susan Castleman,F,Colorado
Stephanie Cary,F,Florida
Jeri Virgilio,F,Connecticut
Jesus Kempinski,M,Colorado
Sherry Butler,F,Alaska
James Moore,M,Florida
Dominick Miller,M,California
Brooke Hayashi,F,California
Stacy Winship,M,Georgia
Josephine Owen,F,Connecticut
Brian Leal,M,Connecticut
Stanley Washing,M,Nevada
Clay Maldonado,M,Virginia
Robert Schappert,M,Colorado
Kenneth Quinonez,M,Florida
John Blair,M,Florida
Tammy Hoke,F,Virginia
Salvador Carrithers,M,Arizona
Dena Gerecke,F,Nevada
Craig Boyd,M,New York
Julie Reyes,F,Georgia
Dane Taylor,M,California
Leonard Lester,M,Florida
Pamela Bedell,F,Arkansas
Ken Quinones,M,New Jersey
Sherman Cole,M,Georgia
Anna Williams,F,California
Marie Fisher,F,Alaska
Clarence Acevedo,M,Florida
Christine Hemmen,F,New Jersey
John Mcelroy,M,Georgia
Eddie Tyree,M,Virginia
Theressa Roberson,F,Arkansas
Ramiro Phillips,M,California
Scott Solari,M,New York
Briana Tapia,F,Virginia
Duane Collier,M,New York
Gloria Germon,F,Colorado
Dawn Venegas,F,California
Billy Stewart,M,Alaska
Joseph Santee,M,California
Louise Salazar,F,Colorado
Esther Kulesa,F,Colorado
Crystal Robinson,F,Nevada
Paul Beyers,M,Georgia
William Lopez,M,Alabama
Sylvia Fanning,F,Georgia
Dorothy Hewell,F,Connecticut
Lawrence Baylor,M,New Jersey
Lillian Dubois,F,California
Derrick Tyska,M,Virginia
Daniel Toher,M,Arizona
Dana Chavez,F,Alaska
Mark Bush,M,Arkansas
Hayley Turner,F,New Jersey
Daniel King,M,New Jersey
Bonnie Brown,F,Colorado
Estella Pickett,F,Connecticut
Tracie Smith,F,Connecticut
Mireille Camacho,F,California
Barbara Gilmore,F,Alaska
Jean Paille,F,New Jersey
Lillie Adkins,F,Alabama
Travis Yeager,F,Texas
Justin Mcleod,M,Colorado
Kimberly Farris,F,Alaska
Herbert Hughes,M,Arkansas
Melanie Cook,F,Alabama
Blanche Hinson,F,Alaska
John Jones,M,Alaska
Rebecca Sadler,F,Texas
Edna Well,F,California
Leslie Dupre,F,Nevada
Kenneth Nicewander,M,Alabama
Joyce Gandara,F,Alabama
Josephine Meres,F,Alabama
Maria Cook,F,Georgia
James Sullivan,M,Nevada
Jeffery Cushman,M,Texas
Thomas Osborn,M,Virginia
Justin Calhoun,M,Virginia
Jeremy Summers,M,Alaska
Jessica Mccracken,F,Virginia
Robert Edwards,M,Arizona
Dorthy Morelock,F,Arkansas
Clifford Sears,M,Alaska
Ann Martinez,F,New Jersey
Robert Johnson,M,Florida
Luis North,M,Arkansas
Andre Thomas,M,Florida
Rosalie Liaw,F,Arizona
Marion Pryor,F,Arizona
Gary Alliston,M,Georgia
Marion Lopez,M,Connecticut
Brandon Teneyck,M,New Jersey
Phillis Magnuson,F,Florida
Grace Eibell,F,Connecticut
Linda Radley,F,Colorado
Vina Helms,F,Arizona
Christina Spellman,F,New York
Bonnie Wake,F,Alabama
Bryan Shelton,M,Alaska
Brigette Villa,F,Colorado
Kelly Dumas,F,Arkansas
Arthur Crawford,M,New Jersey
Carolyn Rowland,F,Arizona
William Mccurry,M,Nevada
Laura Johnson,F,New York
Glenda Sanders,F,Arizona
Robert Hicks,M,California
Ronald Manske,M,New York
Neil Zimmerman,M,Texas
Wendy Walton,F,Alabama
Randy Davis,M,New York
Clifton Sheekey,M,Georgia
Anita Keats,F,Florida
Sherry Rothrock,F,Arizona
Charles Trevethan,M,Alabama
Christy Angel,F,New York
Audrey Vega,F,Arkansas
Gerald Singleton,M,Texas
Diana Merritt,F,Florida
Francis Sprague,M,Alabama
David Bratcher,M,California
Sergio Anderson,M,Virginia
Victor Young,M,Arkansas
Sammy Cohn,M,New Jersey
Mindy Jackson,F,Georgia
Kimberly Holsapple,F,New York
Monica Schiel,F,Arkansas
Tammy Bryant,F,New Jersey
Jan Miller,F,Arkansas
Claude Johnson,M,Nevada
Rhoda Flach,F,New Jersey
Alan Hogue,M,Georgia
Robert Cooke,M,Colorado
Linda Sanchez,F,Alaska
Carolyn Telfer,F,California
Lynn Lockett,F,Arkansas
Juanita Denham,F,Nevada
Johanna Shortino,F,Arkansas
Kathy Jurist,F,Virginia
Stacy Randall,F,California
Rodrigo Fisher,M,Florida
Derek Hocutt,M,Georgia
Esther Axelson,F,Florida
Earl Anderson,M,Alaska
James Hansen,M,Alabama
Linda Sapp,F,Arkansas
Hazel Brady,F,Arizona
Tracy Brooks,F,New Jersey
Andrew Rackham,M,Texas
Olga Lee,F,Connecticut
Jack Guay,M,Arizona
Donna Williams,F,Alabama
Tyler Alfieri,M,California
Jordan Pfister,F,Virginia
Patricia Dinsmoor,F,Arizona
Tamara Freeze,F,Connecticut
Jessie Dick,F,Florida
Sidney Snow,M,Connecticut
Megan Kozak,F,Colorado
Susan Anderson,F,New York
Minnie Jerkins,F,Florida
Paula Wrisley,F,Texas
Veronica Farley,F,Georgia
Charles Lowe,M,Texas
Thomas Bronk,M,Florida
Pamela Hawkins,F,Alaska
Johnny Marchese,M,Florida
Stuart Bethel,M,New York
Shirley Martin,F,New York
Bernard Blanchard,M,Nevada
Eugene Wilmore,M,Connecticut
Sara Ellingwood,F,Virginia
Ann Nebergall,F,Texas
Clifford Angel,M,Texas
Jon Galuska,M,Texas
Shannon Keels,F,Arkansas
Susan Bailey,F,Colorado
Angelyn Rucks,F,Texas
Dale Wagner,M,Alaska
Estella Clarke,F,Arkansas
Marjorie Torpey,F,Arizona
Christina Gray,F,Colorado
David Pedersen,M,Connecticut
Essie Ketchum,F,New York
Carolyn Moh,F,Georgia
Mary Goeppner,F,Alabama
Bernard Anyan,M,Texas
Jimmy Patricio,M,California
Mario Adams,M,New Jersey
Maria Martinez,F,Texas
Shara Fraser,F,Georgia
Sondra Menke,F,Connecticut
Michael Jackson,M,Virginia
Jim Hightower,M,Arkansas
Margaret Smith,F,Texas
Stanley Egger,M,Colorado
David Middleton,M,Arkansas
Suzanne Mitchell,F,Arkansas
Richard Allen,M,Colorado
Christopher Primeaux,M,Nevada
Claude Robertson,M,New York
Terri Hernandez,F,New Jersey
Daniel Wilson,M,California
Anne Hoglund,F,Virginia
Kristen Trojanowski,F,New Jersey
Kayla Creach,F,New York
Russell Little,M,Arkansas
Olga Franklin,F,Texas
Martha Maultsby,F,Alabama
Mike Hill,M,New Jersey
Patrick Ayers,M,Arkansas
John Slater,M,Texas
Steven Tripp,M,Virginia
Ronald Miller,M,Virginia
Fred Garcia,M,New York
David Vanhoose,M,Alabama
Troy Tully,M,California
Tammy Hyden,F,Georgia
Willard Smith,M,Arkansas
Jorge Walker,M,Arkansas
Randy Martinez,M,Colorado
Jimmy Dilbeck,M,Nevada
Katherine Burrows,F,Texas
Jessie Labbe,F,Nevada
Timothy Roberts,M,Georgia
Michael Daughtry,M,Connecticut
William Smitherman,M,California
Shannon Murrell,F,Colorado
Rose Harris,F,Colorado
Mary Reynoso,F,Texas
Harriett Miller,F,California
Louis Harris,M,Colorado
Irene Truong,F,Florida
Alice Dickinson,F,Arkansas
Henry Scott,M,Virginia
Christopher Fillers,M,Florida
Geri Ahrens,F,California
Connie Tully,F,New York
Allan Esposito,M,New Jersey
Jewel Withers,F,Arizona
Edward Kirby,M,New Jersey
Alice Moore,F,Florida
Thomas Clevenger,M,Colorado
John Johnson,M,New York
Kam Ketcham,F,New York
Bernard Levy,M,Arizona
Vincent Ancira,M,Florida
Clyde Rose,M,Nevada
Mauricio White,M,Virginia
Rick Thomas,M,Arizona
Karen Brownell,F,Nevada
Sheila Clifton,F,Alabama
Edward Brown,M,Connecticut
Clarence Rosemond,M,Georgia
Caroline Nolan,F,Alaska
Marcia Leach,F,Arizona
Nicole Kilcrest,F,Alabama
Chelsea Crisler,F,Florida
Jason Vest,M,Florida
Jeffery Price,M,New Jersey
Kathryn Linder,F,Colorado
Kim Corkill,F,Arkansas
James Torrez,M,Nevada
Jerry Marti,M,California
Norma Leith,F,Nevada
Patience Forde,F,Alabama
John Ostrzyeki,M,Nevada
Marvin White,M,Virginia
Paula Netolicky,F,New Jersey
Howard Jackson,M,Connecticut
Maggie Dison,F,California
Samuel Francis,M,Arkansas
Donald Bernhardt,M,Alaska
Matthew Hoover,M,New York
Page Beal,F,Colorado
Thomas Kilbourn,M,Alabama
Carmen Clark,F,Arkansas
David Jarvis,M,New Jersey
Guadalupe Nunez,F,Virginia
Justin Sowers,M,California
Rebecca Lira,F,Georgia
